DATA
   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02
   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02
   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02
   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02
   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02
   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02
   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02
   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02
   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02
   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02
   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02
   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02
   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02
   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02   2.19980E-02
